"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"52101-24671","WR","Adam","Adam Humphries","Humphries","7.483333587646484","6","4900","CLE@TEN","TEN","CLE","Q","Concussion","","",""
"52101-12539","D","Miami","Miami Dolphins","Dolphins","9.454545454545455","11","4900","CIN@MIA","MIA","CIN","","","","",""
"52101-29949","WR","Marvin","Marvin Hall","Hall","4.959999847412109","10","4900","DET@CHI","DET","CHI","","","","",""
"52101-64843","WR","Jalen","Jalen Guyton","Guyton","5.427272796630859","11","4900","NE@LAC","LAC","NE","","","","",""
"52101-40434","WR","Greg","Greg Ward","Ward","6.318181818181818","11","4900","PHI@GB","PHI","GB","","","","",""
"52101-62967","WR","Preston","Preston Williams","Williams","8.225000381469727","8","4900","CIN@MIA","MIA","CIN","IR","Foot","","",""
"52101-22018","WR","Mohamed","Mohamed Sanu","Sanu","4.866666793823242","3","4900","DET@CHI","DET","CHI","","","","",""
"52101-33472","RB","C.J.","C.J. Prosise","Prosise","2.125","4","4900","IND@HOU","HOU","IND","Q","Illness","","",""
"52101-54007","TE","Jacob","Jacob Hollister","Hollister","3.211111068725586","9","4900","NYG@SEA","SEA","NYG","","","","",""
"52101-94087","RB","DeeJay","DeeJay Dallas","Dallas","6.514285496303013","7","4900","NYG@SEA","SEA","NYG","","","","",""
"52101-39859","TE","Jack","Jack Doyle","Doyle","4.050000190734863","8","4900","IND@HOU","IND","HOU","","","","",""
"52101-41936","WR","Anthony","Anthony Miller","Miller","6.099999861283735","11","4900","DET@CHI","CHI","DET","","","","",""
"52101-64496","WR","Olamide","Olamide Zaccheaus","Zaccheaus","4.340000152587891","10","4900","NO@ATL","ATL","NO","IR","Toe","","",""
"52101-64581","WR","Van","Van Jefferson Jr.","Jefferson Jr.","2.855555640326606","9","4800","LAR@ARI","LAR","ARI","","","","",""
"52101-53390","WR","Zach","Zach Pascal","Pascal","6.245454268022017","11","4800","IND@HOU","IND","HOU","","","","",""
"52101-12542","D","New Orleans","New Orleans Saints","Saints","8.454545454545455","11","4800","NO@ATL","NO","ATL","","","","",""
"52101-60705","WR","Tyron","Tyron Johnson","Johnson","5.366666793823242","6","4800","NE@LAC","LAC","NE","","","","",""
"52101-38301","TE","Darren","Darren Fells","Fells","6.111111111111111","9","4800","IND@HOU","HOU","IND","","","","",""
"52101-21980","WR","Alshon","Alshon Jeffery","Jeffery","0.625","4","4800","PHI@GB","PHI","GB","","","","",""
"52101-55830","RB","D'Onta","D'Onta Foreman","Foreman","3.3","5","4800","CLE@TEN","TEN","CLE","","","","",""
"52101-63050","RB","Ty","Ty Johnson","Johnson","1.8999999364217122","6","4800","LV@NYJ","NYJ","LV","","","","",""
"52101-55941","RB","Patrick","Patrick Laird","Laird","1.1333333651224773","6","4800","CIN@MIA","MIA","CIN","","","","",""
"52101-57064","RB","Ryan","Ryan Nall","Nall","2.0875000953674316","8","4800","DET@CHI","CHI","DET","","","","",""
"52101-104176","WR","Deonte","Deonte Harris","Harris","4.188888973659939","9","4800","NO@ATL","NO","ATL","Q","Neck","","",""
"52101-64242","WR","Keke","Keke Coutee","Coutee","4.266666730244954","3","4800","IND@HOU","HOU","IND","","","","",""
"52101-63360","WR","Antonio","Antonio Callaway","Callaway","1","3","4800","CIN@MIA","MIA","CIN","","","","",""
"52101-93107","RB","AJ","AJ Dillon","Dillon","1.9666666984558105","6","4800","PHI@GB","GB","PHI","IR","Illness","","",""
"52101-63419","WR","Andy","Andy Isabella","Isabella","4.259999847412109","10","4800","LAR@ARI","ARI","LAR","","","","",""
"52101-32703","WR","Jakeem","Jakeem Grant","Grant","4.781818043101918","11","4800","CIN@MIA","MIA","CIN","","","","",""
"52101-57299","TE","Gerald","Gerald Everett","Everett","5.4","10","4800","LAR@ARI","LAR","ARI","","","","",""
"52101-24533","TE","Mo","Mo Alie-Cox","Alie-Cox","4.98181811246005","11","4800","IND@HOU","IND","HOU","","","","",""
"52101-57342","WR","Tre'Quan","Tre'Quan Smith","Smith","6.3599998474121096","10","4800","NO@ATL","NO","ATL","","","","",""
"52101-55335","TE","David","David Njoku","Njoku","4.366666793823242","6","4700","CLE@TEN","CLE","TEN","","","","",""
"52101-52345","WR","Brandon","Brandon Powell","Powell","1.8727273074063389","11","4700","NO@ATL","ATL","NO","","","","",""
"52101-61631","WR","Olabisi","Olabisi Johnson","Johnson","3.7285714830671037","7","4700","JAC@MIN","MIN","JAC","","","","",""
"52101-12550","D","Seattle","Seattle Seahawks","Seahawks","5.545454545454546","11","4700","NYG@SEA","SEA","NYG","","","","",""
"52101-52495","WR","Braxton","Braxton Berrios","Berrios","4.759999847412109","10","4700","LV@NYJ","NYJ","LV","","","","",""
"52101-71957","WR","Quintez","Quintez Cephus","Cephus","3.3428570883614674","7","4700","DET@CHI","DET","CHI","Q","Undisclosed","","",""
"52101-56648","RB","Jeremy","Jeremy McNichols","McNichols","2.290909160267223","11","4700","CLE@TEN","TEN","CLE","","","","",""
"52101-41305","WR","Zay","Zay Jones","Jones","3.2571427481515065","7","4700","LV@NYJ","LV","NYJ","","","","",""
"52101-22113","RB","Alfred","Alfred Morris","Morris","2.9200000762939453","5","4700","NYG@SEA","NYG","SEA","","","","",""
"52101-69276","WR","Bryan","Bryan Edwards","Edwards","2.8500000635782876","6","4700","LV@NYJ","LV","NYJ","","","","",""
"52101-69303","WR","Freddie","Freddie Swain","Swain","3.049999952316284","8","4700","NYG@SEA","SEA","NYG","","","","",""
"52101-30403","WR","Chris","Chris Conley","Conley","5.270000076293945","10","4700","JAC@MIN","JAC","MIN","Q","Hip","","",""
"52101-33557","TE","Tyler","Tyler Eifert","Eifert","3.9454546841708096","11","4700","JAC@MIN","JAC","MIN","","","","",""
"52101-40758","RB","Corey","Corey Clement","Clement","2.1500000953674316","8","4700","PHI@GB","PHI","GB","","","","",""
"52101-27457","WR","Kenny","Kenny Stills","Stills","3.6999999455043246","7","4700","IND@HOU","HOU","IND","","","","",""
"52101-57208","WR","KeeSean","KeeSean Johnson","Johnson","1.1199999809265138","5","4700","LAR@ARI","ARI","LAR","","","","",""
"52101-72676","RB","Troymaine","Troymaine Pope","Pope","3.950000047683716","4","4700","NE@LAC","LAC","NE","","","","",""
"52101-56356","WR","Isaiah","Isaiah Ford","Ford","3.914285659790039","7","4600","NE@LAC","NE","LAC","","","","",""
"52101-29734","RB","Ty","Ty Montgomery","Montgomery","1.5499999523162842","2","4600","NO@ATL","NO","ATL","Q","Hamstring","","",""
"52101-68685","WR","Austin","Austin Mack","Mack","3.7333332697550454","3","4600","NYG@SEA","NYG","SEA","","","","",""
"52101-79979","WR","Jamal","Jamal Agnew","Agnew","1.2000000211927626","9","4600","DET@CHI","DET","CHI","","","","",""
"52101-57543","RB","D'Ernest","D'Ernest Johnson","Johnson","1.788888931274414","9","4600","CLE@TEN","CLE","TEN","","","","",""
"52101-52451","RB","Samaje","Samaje Perine","Perine","2.8999998910086497","7","4600","CIN@MIA","CIN","MIA","","","","",""
"52101-12535","D","Indianapolis","Indianapolis Colts","Colts","9.272727272727273","11","4600","IND@HOU","IND","HOU","","","","",""
"52101-56580","WR","Christian","Christian Blake","Blake","2.8857143947056363","7","4600","NO@ATL","ATL","NO","","","","",""
"52101-91426","WR","Donovan","Donovan Peoples-Jones","Peoples-Jones","1.962499976158142","8","4600","CLE@TEN","CLE","TEN","","","","",""
"52101-89384","WR","DeMichael","DeMichael Harris","Harris","3.5599998474121093","5","4600","IND@HOU","IND","HOU","","","","",""
"52101-24891","RB","Chris","Chris Thompson","Thompson","4.657142639160156","7","4600","JAC@MIN","JAC","MIN","IR","Back","","",""
"52101-85306","WR","KhaDarel","KhaDarel Hodge","Hodge","2.857142857142857","7","4600","CLE@TEN","CLE","TEN","Q","Hamstring","","",""
"52101-64907","WR","JJ","JJ Arcega-Whiteside","Arcega-Whiteside","3.375","4","4600","PHI@GB","PHI","GB","","","","",""
"52101-80294","TE","Anthony","Anthony Firkser","Firkser","4.8700000762939455","10","4600","CLE@TEN","TEN","CLE","","","","",""
"52101-32235","WR","Marcus","Marcus Johnson","Johnson","4.642857142857143","7","4600","IND@HOU","IND","HOU","","","","",""
"52101-71246","WR","Marquez","Marquez Callaway","Callaway","3.5166667302449546","6","4600","NO@ATL","NO","ATL","Q","Knee","","",""
"52101-61060","RB","Devine","Devine Ozigbo","Ozigbo","0.6666666666666666","3","4600","JAC@MIN","JAC","MIN","","","","",""
"52101-80546","TE","Dan","Dan Arnold","Arnold","3.75","10","4600","LAR@ARI","ARI","LAR","Q","Knee","","",""
"52101-25267","WR","Mack","Mack Hollins","Hollins","2.0833333333333335","6","4600","CIN@MIA","MIA","CIN","","","","",""
"52101-72370","RB","J.J.","J.J. Taylor","Taylor","1.975000023841858","4","4600","NE@LAC","NE","LAC","Q","Quadriceps","","",""
"52101-58041","RB","Mike","Mike Boone","Boone","0.9666666984558105","3","4600","JAC@MIN","MIN","JAC","","","","",""
"52101-104124","WR","Darrius","Darrius Shepherd","Shepherd","0.7285714149475098","7","4600","PHI@GB","GB","PHI","","","","",""
"52101-71359","WR","Javon","Javon Wims","Wims","2","6","4600","DET@CHI","CHI","DET","","","","",""
"52101-70383","RB","Darrynton","Darrynton Evans","Evans","1.0499999523162842","2","4600","CLE@TEN","TEN","CLE","IR","Hamstring","","",""
"52101-71444","RB","Travis","Travis Homer","Homer","3.144444359673394","9","4600","NYG@SEA","SEA","NYG","Q","Wrist","","",""
"52101-70422","WR","Kalif","Kalif Raymond","Raymond","2.2899999618530273","10","4600","CLE@TEN","TEN","CLE","","","","",""
"52101-64350","WR","Jeff","Jeff Smith","Smith","3.328571319580078","7","4600","LV@NYJ","NYJ","LV","","","","",""
"52101-104289","WR","Malik","Malik Taylor","Taylor","2.3500000635782876","6","4600","PHI@GB","GB","PHI","","","","",""
"52101-64389","WR","Nick","Nick Westbrook-Ikhine","Westbrook-Ikhine","0.8800000190734864","5","4600","CLE@TEN","TEN","CLE","","","","",""
"52101-43961","RB","Tyler","Tyler Ervin","Ervin","2.942857197352818","7","4600","PHI@GB","GB","PHI","Q","Ribs","","",""
"52101-63494","WR","Kemah","Kemah Siverand","Siverand","0","1","4500","LV@NYJ","LV","NYJ","","","","",""
"52101-92168","WR","Damion","Damion Willis","Willis","0","1","4500","CIN@MIA","CIN","MIA","","","","",""
"52101-24589","WR","Jaron","Jaron Brown","Brown","0","2","4500","LAR@ARI","ARI","LAR","","","","",""
"52101-72718","RB","Benny","Benny LeMay","LeMay","0","1","4500","CLE@TEN","CLE","TEN","","","","",""
"52101-14358","WR","Dwayne","Dwayne Harris","Harris","-0.6666666666666666","3","4500","DET@CHI","CHI","DET","IR","Triceps","","",""
"52101-65559","RB","Bobby","Bobby Holly","Holly","0","1","4500","NE@LAC","LAC","NE","","","","",""
"52101-69655","WR","Stephen","Stephen Sullivan","Sullivan","0","1","4500","NYG@SEA","SEA","NYG","","","","",""
"52101-55336","TE","Chris","Chris Herndon","Herndon","2.5888888041178384","9","4500","LV@NYJ","NYJ","LV","","","","",""
"52101-71732","WR","Seth","Seth Dawkins","Dawkins","0","1","4500","NYG@SEA","SEA","NYG","","","","",""
"52101-63550","WR","Isaiah","Isaiah Zuber","Zuber","1.5","4","4500","NE@LAC","NE","LAC","","","","",""
"52101-63554","WR","Dalton","Dalton Schoen","Schoen","0","1","4500","NE@LAC","LAC","NE","","","","",""
"52101-14406","RB","Bruce","Bruce Miller","Miller","0.17499999701976776","4","4500","JAC@MIN","JAC","MIN","","","","",""
"52101-62535","WR","Tyrell","Tyrell Williams","Williams","9.392307574932392","13","4500","LV@NYJ","LV","NYJ","IR","Shoulder - labrum","","",""
"52101-64588","WR","DaMarkus","DaMarkus Lodge","Lodge","0","1","4500","CIN@MIA","CIN","MIA","","","","",""
"52101-71756","WR","Aaron","Aaron Fuller","Fuller","0","1","4500","NYG@SEA","SEA","NYG","","","","",""
"52101-41042","WR","Marcell","Marcell Ateman","Ateman","3.0250000953674316","4","4500","LV@NYJ","LV","NYJ","","","","",""
"52101-87122","WR","Lynn","Lynn Bowden Jr.","Bowden Jr.","0.25999999046325684","5","4500","CIN@MIA","MIA","CIN","","","","",""
"52101-57432","WR","Cameron","Cameron Batson","Batson","2.2333332697550454","6","4500","CLE@TEN","TEN","CLE","","","","",""
"52101-63576","WR","Kirk","Kirk Merritt","Merritt","0","1","4500","CIN@MIA","MIA","CIN","","","","",""
"52101-70749","WR","Ryan","Ryan Becker","Becker","0","2","4500","LAR@ARI","ARI","LAR","","","","",""
"52101-79967","TE","Adam","Adam Shaheen","Shaheen","3.737499952316284","8","4500","CIN@MIA","MIA","CIN","","","","",""
"52101-71783","WR","Sean","Sean Riley","Riley","0","1","4500","NE@LAC","NE","LAC","","","","",""
"52101-79974","RB","Tarik","Tarik Cohen","Cohen","2.9","5","4500","DET@CHI","CHI","DET","IR","Knee - acl","","",""
"52101-61555","WR","David","David Sills","Sills","0","1","4500","NYG@SEA","NYG","SEA","IR","Foot","","",""
"52101-63603","WR","Jared","Jared Pinkney","Pinkney","0","1","4500","NO@ATL","ATL","NO","","","","",""
"52101-64627","WR","Scotty","Scotty Washington","Washington","0","1","4500","CIN@MIA","CIN","MIA","","","","",""
"52101-55414","WR","Cody","Cody Thompson","Thompson","0","1","4500","NYG@SEA","SEA","NYG","","","","",""
"52101-88186","WR","JoJo","JoJo Ward","Ward","0","2","4500","LAR@ARI","ARI","LAR","","","","",""
"52101-87165","WR","Ahmad","Ahmad Wagner","Wagner","0","2","4500","DET@CHI","CHI","DET","","","","",""
"52101-104577","WR","Gunner","Gunner Olszewski","Olszewski","0.6142857415335519","7","4500","NE@LAC","NE","LAC","","","","",""
"52101-61570","RB","Chandler","Chandler Cox","Cox","0.6333333253860474","3","4500","CIN@MIA","MIA","CIN","","","","",""
"52101-84101","WR","Vyncint","Vyncint Smith","Smith","0.5999999841054281","3","4500","LV@NYJ","NYJ","LV","","","","",""
"52101-71821","WR","Joe","Joe Reed","Reed","0.9888888465033637","9","4500","NE@LAC","LAC","NE","Q","Ribs","","",""
"52101-83086","WR","Daurice","Daurice Fountain","Fountain","1.099999984105428","3","4500","IND@HOU","IND","HOU","","","","",""
"52101-28827","RB","Dare","Dare Ogunbowale","Ogunbowale","0.2","5","4500","JAC@MIN","JAC","MIN","Q","Hand","","",""
"52101-42142","RB","Jordan","Jordan Howard","Howard","4.583333333333333","6","4500","PHI@GB","PHI","GB","","","","",""
"52101-63646","WR","Lawrence","Lawrence Cager","Cager","1.5","3","4500","LV@NYJ","NYJ","LV","","","","",""
"52101-25760","WR","Allen","Allen Hurns","Hurns","0","1","4500","CIN@MIA","MIA","CIN","IR","Opt out","","",""
"52101-86178","WR","Dominique","Dominique Dafney","Dafney","0","1","4500","PHI@GB","GB","PHI","","","","",""
"52101-62628","WR","DeAndre","DeAndre Carter","Carter","-0.07777777645323011","9","4500","DET@CHI","CHI","DET","","","","",""
"52101-61606","WR","George","George Campbell","Campbell","0","1","4500","LV@NYJ","NYJ","LV","","","","",""
"52101-29866","RB","Paul","Paul Perkins","Perkins","1.433333396911621","3","4500","IND@HOU","IND","HOU","","","","",""
"52101-61610","RB","Jacques","Jacques Patrick","Patrick","0","1","4500","CIN@MIA","CIN","MIA","","","","",""
"52101-65706","WR","Deontay","Deontay Burnett","Burnett","1.7000000476837158","2","4500","PHI@GB","PHI","GB","","","","",""
"52101-139438","RB","Pete","Pete Guerriero","Guerriero","0","2","4500","LV@NYJ","NYJ","LV","","","","",""
"52101-96433","WR","Jermiah","Jermiah Braswell","Braswell","0","2","4500","LAR@ARI","ARI","LAR","","","","",""
"52101-40118","WR","Steven","Steven Mitchell Jr.","Mitchell Jr.","2.3499999046325684","2","4500","IND@HOU","HOU","IND","","","","",""
"52101-52409","RB","Jakob","Jakob Johnson","Johnson","2.1499999364217124","6","4500","NE@LAC","NE","LAC","","","","",""
"52101-52410","WR","Josh","Josh Malone","Malone","1.2000000476837158","4","4500","LV@NYJ","NYJ","LV","","","","",""
"52101-68800","WR","Jaleel","Jaleel Scott","Scott","0","1","4500","LV@NYJ","NYJ","LV","","","","",""
"52101-41155","WR","Taquan","Taquan Mizzell","Mizzell","0","0","4500","NYG@SEA","NYG","SEA","","","","",""
"52101-25813","WR","Phillip","Phillip Dorsett II","Dorsett II","0","1","4500","NYG@SEA","SEA","NYG","IR","Foot","","",""
"52101-48344","WR","Albert","Albert Wilson","Wilson","0","1","4500","CIN@MIA","MIA","CIN","IR","Opt out","","",""
"52101-130265","WR","John","John Hurst","Hurst","0","0","4500","NE@LAC","LAC","NE","","","","",""
"52101-55514","RB","Buddy","Buddy Howell","Howell","0","1","4500","IND@HOU","HOU","IND","","","","",""
"52101-40162","RB","Elijah","Elijah Wellman","Wellman","0","0","4500","PHI@GB","GB","PHI","","","","",""
"52101-130275","WR","Kristian","Kristian Wilkerson","Wilkerson","0","1","4500","NE@LAC","NE","LAC","","","","",""
"52101-130274","WR","Isaiah","Isaiah Coulter","Coulter","0","0","4500","IND@HOU","HOU","IND","","","","",""
"52101-93413","WR","Terry","Terry Wright","Wright","0","1","4500","CIN@MIA","MIA","CIN","","","","",""
"52101-63717","RB","Alec","Alec Ingold","Ingold","2.75","8","4500","LV@NYJ","LV","NYJ","Q","Ribs","","",""
"52101-69860","RB","Trayveon","Trayveon Williams","Williams","1.2666666507720947","3","4500","CIN@MIA","CIN","MIA","","","","",""
"52101-130276","WR","Mason","Mason Kinsey","Kinsey","0","1","4500","NE@LAC","NE","LAC","","","","",""
"52101-130279","WR","Matt","Matt Cole","Cole","0","1","4500","CIN@MIA","MIA","CIN","","","","",""
"52101-64744","RB","Josh","Josh Adams","Adams","2.325000047683716","4","4500","LV@NYJ","NYJ","LV","","","","",""
"52101-28907","WR","Alex","Alex Erickson","Erickson","0.13333333863152397","9","4500","CIN@MIA","CIN","MIA","","","","",""
"52101-130284","WR","Marvelle","Marvelle Ross","Ross","0","2","4500","JAC@MIN","JAC","MIN","","","","",""
"52101-45299","RB","David","David Fluellen","Fluellen","0","0","4500","CLE@TEN","TEN","CLE","","","","",""
"52101-48371","WR","Robert","Robert Davis","Davis","0.9000000158945719","3","4500","LV@NYJ","LV","NYJ","","","","",""
"52101-44280","WR","JoJo","JoJo Natson","Natson","0.07500000298023224","4","4500","CLE@TEN","CLE","TEN","IR","Knee - acl","","",""
"52101-61689","RB","James","James Gilbert","Gilbert","0","2","4500","LAR@ARI","LAR","ARI","","","","",""
"52101-12538","D","Los Angeles","Los Angeles Rams","Rams","8.363636363636363","11","4500","LAR@ARI","LAR","ARI","","","","",""
"52101-45307","WR","Rodney","Rodney Adams","Adams","0","2","4500","DET@CHI","CHI","DET","","","","",""
"52101-69884","RB","Darius","Darius Anderson","Anderson","0","1","4500","IND@HOU","IND","HOU","","","","",""
"52101-130303","WR","Shane","Shane Leatherbury","Leatherbury","0","2","4500","LAR@ARI","ARI","LAR","","","","",""
"52101-130302","WR","Devin","Devin Phelps","Phelps","0","2","4500","LAR@ARI","ARI","LAR","","","","",""
"52101-130309","WR","J.J.","J.J. Koski","Koski","0","2","4500","LAR@ARI","LAR","ARI","","","","",""
"52101-41221","WR","Andre","Andre Patton","Patton","0","2","4500","CIN@MIA","MIA","CIN","","","","",""
"52101-130311","WR","Earnest","Earnest Edwards","Edwards","0","2","4500","LAR@ARI","LAR","ARI","","","","",""
"52101-65798","WR","Siaosi","Siaosi Mariner","Mariner","0","0","4500","LV@NYJ","LV","NYJ","","","","",""
"52101-130315","WR","Chris","Chris Rowland","Rowland","0","1","4500","NO@ATL","ATL","NO","","","","",""
"52101-130317","WR","Juwan","Juwan Green","Green","0","1","4500","NO@ATL","ATL","NO","","","","",""
"52101-130318","RB","Mikey","Mikey Daniel","Daniel","0","1","4500","NO@ATL","ATL","NO","","","","",""
"52101-64786","RB","Ryquell","Ryquell Armstead","Armstead","0","2","4500","JAC@MIN","JAC","MIN","IR","Illness","","",""
"52101-62740","WR","Malik","Malik Henry","Henry","0","0","4500","NO@ATL","NO","ATL","","","","",""
"52101-83221","RB","De'Lance","De'Lance Turner","Turner","0","1","4500","CIN@MIA","MIA","CIN","","","","",""
"52101-130326","WR","Manasseh","Manasseh Bailey","Bailey","0","1","4500","PHI@GB","PHI","GB","","","","",""
"52101-130329","RB","Luke","Luke Sellers","Sellers","0","1","4500","DET@CHI","DET","CHI","","","","",""
"52101-130331","RB","Jordan","Jordan Jones","Jones","0","0","4500","PHI@GB","GB","PHI","","","","",""
"52101-68890","WR","Devin","Devin Gray","Gray","0","1","4500","NO@ATL","ATL","NO","","","","",""
"52101-130335","WR","Reggie","Reggie Begelton","Begelton","0","0","4500","PHI@GB","GB","PHI","","","","",""
"52101-41247","RB","William","William Stanback","Stanback","0","0","4500","LV@NYJ","LV","NYJ","","","","",""
"52101-60704","WR","Derrick","Derrick Dillon","Dillon","0","1","4500","NYG@SEA","NYG","SEA","","","","",""
"52101-130336","RB","Sandro","Sandro Platzgummer","Platzgummer","0","1","4500","NYG@SEA","NYG","SEA","","","","",""
"52101-130338","WR","Rysen","Rysen John","John","0","1","4500","NYG@SEA","NYG","SEA","","","","",""
"52101-130343","WR","Jeff","Jeff Cotton","Cotton","0","1","4500","NE@LAC","LAC","NE","","","","",""
"52101-71974","RB","Malcolm","Malcolm Perry","Perry","1.6333333651224773","6","4500","CIN@MIA","MIA","CIN","Q","Chest","","",""
"52101-57640","RB","Napoleon","Napoleon Maxwell","Maxwell","0","2","4500","DET@CHI","CHI","DET","","","","",""
"52101-64808","WR","Juwan","Juwan Johnson","Johnson","1","1","4500","NO@ATL","NO","ATL","","","","",""
"52101-64816","WR","Brandon","Brandon Polk","Polk","0","2","4500","LAR@ARI","LAR","ARI","","","","",""
"52101-55609","TE","Ryan","Ryan Izzo","Izzo","2.5888888041178384","9","4500","NE@LAC","NE","LAC","Q","Hamstring","","",""
"52101-64835","RB","Dexter","Dexter Williams","Williams","0.4000000059604645","2","4500","PHI@GB","GB","PHI","","","","",""
"52101-52553","WR","De'Mornay","De'Mornay Pierson-El","Pierson-El","0","0","4500","LV@NYJ","LV","NYJ","","","","",""
"52101-64841","WR","Equanimeous","Equanimeous St. Brown","St. Brown","2.5250000953674316","4","4500","PHI@GB","GB","PHI","Q","Knee","","",""
"52101-34125","WR","Geremy","Geremy Davis","Davis","0","1","4500","DET@CHI","DET","CHI","","","","",""
"52101-52560","WR","Geronimo","Geronimo Allison","Allison","0","1","4500","DET@CHI","DET","CHI","IR","Opt out","","",""
"52101-60765","WR","Brian","Brian Cole","Cole","0","1","4500","CIN@MIA","MIA","CIN","","","","",""
"52101-40298","WR","Derrick","Derrick Willies","Willies","0","0","4500","CLE@TEN","CLE","TEN","","","","",""
"52101-63855","WR","K.J.","K.J. Osborn","Osborn","0","7","4500","JAC@MIN","MIN","JAC","","","","",""
"52101-14704","WR","Chris","Chris Hogan","Hogan","3.133333206176758","6","4500","LV@NYJ","NYJ","LV","IR","Ankle","","",""
"52101-22898","RB","Brandon","Brandon Bolden","Bolden","0","1","4500","NE@LAC","NE","LAC","IR","Opt out","","",""
"52101-52598","WR","Johnnie","Johnnie Dixon","Dixon","0","2","4500","LAR@ARI","ARI","LAR","","","","",""
"52101-71031","WR","Lil'Jordan","Lil'Jordan Humphrey","Humphrey","0","1","4500","NO@ATL","NO","ATL","","","","",""
"52101-56698","WR","Dante","Dante Pettis","Pettis","-0.5","4","4500","NYG@SEA","NYG","SEA","","","","",""
"52101-70019","RB","Tavien","Tavien Feaster","Feaster","0","1","4500","DET@CHI","DET","CHI","","","","",""
"52101-56708","TE","Will","Will Dissly","Dissly","2.9299999237060548","10","4500","NYG@SEA","SEA","NYG","","","","",""
"52101-64901","RB","Cameron","Cameron Scarlett","Scarlett","0","0","4500","CLE@TEN","TEN","CLE","","","","",""
"52101-56711","TE","Drew","Drew Sample","Sample","3.290909160267223","11","4500","CIN@MIA","CIN","MIA","","","","",""
"52101-64905","WR","Trenton","Trenton Irwin","Irwin","0","1","4500","CIN@MIA","CIN","MIA","","","","",""
"52101-55694","WR","Mike","Mike Thomas","Thomas","2.9749999046325684","8","4500","CIN@MIA","CIN","MIA","Q","Hamstring","","",""
"52101-43413","RB","Kenneth","Kenneth Dixon","Dixon","0","1","4500","LV@NYJ","NYJ","LV","","","","",""
"52101-80281","WR","C.J.","C.J. Board","Board","1.9285714285714286","7","4500","NYG@SEA","NYG","SEA","","","","",""
"52101-72091","RB","Raymond","Raymond Calais","Calais","0","4","4500","LAR@ARI","LAR","ARI","","","","",""
"52101-41371","RB","Khalfani","Khalfani Muhammad","Muhammad","0","1","4500","LAR@ARI","ARI","LAR","","","","",""
"52101-71066","RB","Devwah","Devwah Whaley","Whaley","0","1","4500","CIN@MIA","CIN","MIA","","","","",""
"52101-64926","WR","Michael","Michael Jacquet III","Jacquet III","0","1","4500","PHI@GB","PHI","GB","","","","",""
"52101-73121","RB","Tony","Tony Jones Jr.","Jones Jr.","0","0","4500","NO@ATL","NO","ATL","","","","",""
"52101-28065","WR","Jehu","Jehu Chesson","Chesson","0","1","4500","LV@NYJ","NYJ","LV","","","","",""
"52101-47523","WR","Tajae","Tajae Sharpe","Sharpe","0","2","4500","JAC@MIN","MIN","JAC","","","","",""
"52101-60838","WR","Andre","Andre Baccellia","Baccellia","0","1","4500","NE@LAC","NE","LAC","","","","",""
"52101-28080","WR","Devin","Devin Funchess","Funchess","4.699999809265137","1","4500","PHI@GB","GB","PHI","IR","Opt out","","",""
"52101-60849","WR","Blake","Blake Lynch","Lynch","0","0","4500","JAC@MIN","MIN","JAC","","","","",""
"52101-64949","WR","Ja'Marcus","Ja'Marcus Bradley","Bradley","0","1","4500","CLE@TEN","CLE","TEN","","","","",""
"52101-60861","WR","Damion","Damion Ratley","Ratley","1.3833333651224773","6","4500","IND@HOU","HOU","IND","","","","",""
"52101-26057","RB","Michael","Michael Burton","Burton","0.824999988079071","4","4500","NO@ATL","NO","ATL","","","","",""
"52101-86472","WR","John","John Hightower","Hightower","2.9625000953674316","8","4500","PHI@GB","PHI","GB","","","","",""
"52101-69068","RB","Jonathan","Jonathan Ward","Ward","0","3","4500","LAR@ARI","ARI","LAR","","","","",""
"52101-31184","RB","Jonathan","Jonathan Williams","Williams","1.2999999523162842","2","4500","DET@CHI","DET","CHI","","","","",""
"52101-54741","WR","Seth","Seth Roberts","Roberts","1.0199999809265137","5","4500","PHI@GB","GB","PHI","","","","",""
"52101-103896","WR","Nsimba","Nsimba Webster","Webster","0","9","4500","LAR@ARI","LAR","ARI","","","","",""
"52101-103901","WR","Davion","Davion Davis","Davis","0","0","4500","JAC@MIN","MIN","JAC","","","","",""
"52101-73180","WR","Binjimen","Binjimen Victor","Victor","0","1","4500","NYG@SEA","NYG","SEA","","","","",""
"52101-103902","WR","Alexander","Alexander Hollins","Hollins","2.799999952316284","2","4500","JAC@MIN","MIN","JAC","","","","",""
"52101-6627","WR","Ted","Ted Ginn Jr.","Ginn Jr.","0.9166666666666666","6","4500","DET@CHI","CHI","DET","","","","",""
"52101-14820","RB","Nick","Nick Bellore","Bellore","0.949999988079071","2","4500","NYG@SEA","SEA","NYG","","","","",""
"52101-60910","WR","Dede","Dede Westbrook","Westbrook","-0.36666667461395264","3","4500","JAC@MIN","JAC","MIN","IR","Knee - acl","","",""
"52101-57840","RB","Rashaad","Rashaad Penny","Penny","0","1","4500","NYG@SEA","SEA","NYG","NA","Knee - acl","","",""
"52101-32243","WR","Marquise","Marquise Goodwin","Goodwin","0","1","4500","PHI@GB","PHI","GB","IR","Opt out","","",""
"52101-60915","RB","Rodney","Rodney Anderson","Anderson","0","1","4500","CIN@MIA","CIN","MIA","","","","",""
